section_id,section_name,section_text,char_count,present,report_id
3840,drilling_fluid,,0,False,768
3841,summary_activities_24h,"- Skid rig from F-14 to F-12
- Started rigging up WL pressure control equipment",112,True,769
3842,summary_planned_24h,"- Rig up WL well control equipment
- Bullhead hydrocarbons into the well
- RIH and install deep set barrier plug",153,True,769
3843,operations,"Start time
Start time
End time
End time
End Depth mMD
End Depth mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
18:30
20:00
0
moving -- skid
ok
Prepared to skid cantilever
20:00
20:30
0
moving -- skid
ok
Performed Pre-job Meeting to skid cantilever
20:30
21:00
0
moving -- skid
ok
Removed stairs and bridge to cantilever
21:00
21:45
0
moving -- skid
ok
Skidded cantilever to F-12 slot, 0.5m to port , 4.56m forward and 0.5m to starboard
21:45
23:45
0
plug abandon -- other
ok
Removed moon pool hatch on F-12 and confirmed cantilever position. Installed split hatches on F-1
2
23:45
00:00
0
plug abandon -- other
ok
Performed Pre-job Meeting for rigging up wire line equipment in moon pool and drill floor",737,True,769
3844,equipment_failure,,0,False,769
3845,drilling_fluid,,0,False,769
3846,summary_activities_24h,"- Rig up WL well control equipment, pressure tested same
- Bullheaded washpill and sea water into the well
- Set and pressure tested deepset plug",178,True,770
3847,summary_planned_24h,"- Inflow test deep set plug
- Install and test shallow set plug
- Remove Xtree and spacer spool
- Start installing high pressure riser and BOP",183,True,770
3848,operations,"Start time
Start time
End time
End time
End Depth mMD
End Depth mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
01:45
0
plug abandon -- other
ok
Removed well cap on F-12. Installed lower riser joint and WL BOP
01:45
03:45
0
plug abandon -- other
ok
Connect WL control lines and hoses to BOP. Function tested BOP
Rigged up kill hose to tree
P/U upper WL riser joint
Lifted WL equipment to rig floor
03:45
04:00
0
plug abandon -- other
ok
Performed Pre-job Meeting w/ new crew
04:00
04:30
0
plug abandon -- other
ok
Installed upper riser joint on top of BOP
Meanwhile continued to open rig BOP for inspection
04:30
04:45
0
plug abandon -- other
ok
Changed BX inserts to 3.5in
Meanwhile continued to open rig BOP for inspection
04:45
07:45
0
plug abandon -- other
ok
Continued to R/U WL equipment above RKB
Meanwhile continued to inspect and clean rig BOP. M/U WL lubricator on HTS and installed hoses on same. Filled A and B annulus.
07:45
08:00
0
plug abandon -- other
ok
Lifted lubricator from HTS to TDS
08:00
08:30
0
plug abandon -- other
ok
Built cable head and tested same
Meanwhile worked on flow line and cleaned BOP from cement
08:30
08:45
0
plug abandon -- other
ok
Performed Pre-job Meeting to P/U tool string w/ deep set plug BHA (run#4)
08:45
10:00
0
plug abandon -- other
ok
M/U tool string, installed kill hose onto the tree
10:00
10:15
0
plug abandon -- other
ok
Performed Pre-job Meeting to fill and pressure test WL rig up
10:15
11:00
0
plug abandon -- other
ok
Flushed lines w/ 50/50 MEG. Filled WL riser and lubricator
11:00
11:45
0
plug abandon -- other
ok
Pressure tested WL rig up to 20/345bar for 5/10min
11:45
12:00
0
plug abandon -- other
ok
Performed Pre-job Meeting to bullhead the well
12:00
12:30
0
plug abandon -- other
ok
Opened MV and HMV. Observed pressure inside tree increased to 55 Bar.
Applied 520 bar on control lines for DHSV. Performed line test and open KWV.
Pumped 3 m3 50/50 MEG/SW with cement unit @ 1100l/min - 83bar
12:30
12:45
0
plug abandon -- other
ok
Pumped 10m3 Wash pill at 1300l/min - 91bar
12:45
15:00
0
plug abandon -- other
ok
Bullheaded well with sea water at 1300l/min, +/- 90 Bar. After pumped 40m3, standpipe pressure started to increase slowly.
Final circulation pressure 151bar
15:00
15:15
0
plug abandon -- other
ok
Pumped 10m3 MEG/SW with cement unit at 1100l/min
SIWHP when stopped pumping 55bar
15:15
17:45
0
plug abandon -- mechanical plug
ok
Equalized and opened SV.
RIH with WL to 3010m.
17:45
19:30
0
plug abandon -- mechanical plug
ok
Correlated depth w/ BHA (run#4). Correlation interval 2850m-3005m
19:30
20:30
0
interruption -- other
ok
Trouble shoot winch after not able to achieve stable running speed with winch. Suspected overheating of hydraulic system
20:30
21:00
0
plug abandon -- mechanical plug
ok
Set plug w/ mid packer element at 3003 m. Confirmed plug set w/ tagging
21:00
23:15
0
plug abandon -- mechanical plug
ok
POOH from 3003 m to surface. Average pulling speed 22m/min
Meanwhile performed TBT for pressure testing of plug
23:15
00:00
0
plug abandon -- mechanical plug
ok
Closed SV and inflow tested same
Meanwhile lined up cement unit for pressure test plug",3193,True,770
3849,equipment_failure,"Start time
Start time
Depth mMD
Depth mMD
Depth mTVD
Depth mTVD
Sub Equip - Syst Class
Sub Equip - Syst Class
Operation Downtime (min)
Operation Downtime (min)
Equipment Repaired
Equipment Repaired
Remark
Remark
00:00
0
service equ -- other
0
00:00
Not able to achieve stable running speed with winch.
Suspected overheating of hydraulic system",373,True,770
3850,drilling_fluid,,0,False,770
3851,summary_activities_24h,"- Pressure tested and inflow tested deepset plug
- Set and pressure tested from above shallow set plug
- N/D Xtree and spacer spool
- Installed HP riser
- Started to N/U BOP",207,True,771
3852,summary_planned_24h,"- Install BOP, perform connectot test
- R/U csg handling equipment
- RIH w/ THRT, release TH, displace well to SW
- Pulled and L/D 500m of tbg",183,True,771
3853,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
00:45
0
plug abandon --
mechanical plug
ok
Pressure tested deep set plug to 20/260bar for 5/10 minutes. Good test
00:45
02:30
0
plug abandon --
mechanical plug
ok
Bled off pressure above deep set plug to close drain to 10bar.
Performed inflow test of deep set plug. Good test
02:30
03:30
0
plug abandon --
mechanical plug
ok
Bled down pressure from tubing. Closed HMV, confirmed SV and KWV closed
L/D BHA
03:30
04:45
0
plug abandon --
mechanical plug
ok
M/U shallow set plug BHA (run #5), installed same into lubricator. Leak tested lubricator/QTS to 20/345bar 5/10min.
Opened HMV, SV
04:45
05:00
0
plug abandon --
mechanical plug
ok
RIH shallow set plug to 256m
05:00
06:00
0
plug abandon --
mechanical plug
ok
Correlated BHA across interval 200 - 300m . Set plug with mid packer element at 249m. Tagged plug. POOH w/ setting tool to lubricator
06:00
06:30
0
plug abandon --
mechanical plug
ok
Lined up cement pump and pressure tested shallow set plug to 20/230bar for 5/10min. Good test
06:30
06:45
0
plug abandon -- other
ok
Closed HMV,KWV and SV, verified no pressure in XT
06:45
07:00
0
plug abandon -- other
ok
Started R/D wireline equipment
07:00
07:15
0
plug abandon -- other
ok
Performed Pre-job Meeting w/ oncoming crew to R/D WL equipment
07:15
07:45
0
plug abandon --
mechanical plug
ok
L/D plug setting tool
07:45
09:00
0
plug abandon -- other
ok
R/D lubricator, moved same from the rig floor
09:00
09:15
0
plug abandon -- other
ok
R/D upper wire line riser joint
09:15
10:00
0
plug abandon -- other
ok
Disconnected control lines and hoses to WL BOP and pulled same to rig floor
Meanwhile prepared to pull Fox hole
10:00
11:30
0
plug abandon -- other
ok
R/D WL BOP and lower riser joint. Lifted BOP to pipe deck
11:30
11:45
0
plug abandon -- other
ok
Performed Pre-job Meeting for rearranging well hatches in moon pool
11:45
13:00
0
interruption -- other
ok
Removed hatches on F-12 and F-7 and beam between slots
13:00
13:45
0
plug abandon -- other
ok
Removed master bushing, installed chains to TDS and attached to XMT as per lifting plan, with double securing
13:45
14:00
0
plug abandon -- other
ok
Continued w/ attaching lifting arrangement to XMT
Meanwhile performed BOP test No.2 (low pressure only) to 20bar
14:00
14:15
0
plug abandon -- other
ok
Performed high pressure test on BOP. Test No.2 to 345bar
14:15
15:15
0
plug abandon -- other
ok
Continued to rig up to pull XMT. Took 1t tension with TDS and disconnected Greyloc clamp below XMT
Meanwhile performed BOP test No 1 to 20/345bar for 5/10 min
15:15
16:00
0
plug abandon -- other
ok
Lifted XMT to Moon pool and transported to skid according to lifting plan.
Meanwhile lined up for BOP pressure test No. 3
16:00
16:45
0
plug abandon -- other
ok
Continued to move/handle XMT to moon pool hatch
Meanwhile performed BOP test No. 3 to 20/345bar 5/10 min,
performed BOP test No. 4 to 20/345bar 5/10 min
16:45
17:30
0
plug abandon -- other
ok
Installed beam between slots and hatch on F-7 slot.
Meanwhile lined up for BOP pressure test No. 5
17:30
18:30
0
plug abandon -- other
ok
Lifted spool spacer to the rig floor.
Meanwhile performed BOP test No. 5, installed master bushing
18:30
19:15
0
plug abandon -- other
ok
Prepared wellhead to install HP riser.
Meanwhile performed BOP test No. 6, removed lifting tool for foxhole
19:15
19:30
0
plug abandon -- other
ok
Cleared rig floor and HTS, meanwhile carried out TBT for testing BOP.
19:30
20:30
0
plug abandon -- other
ok
Continued working on wellhead. measured RKB - WH 19.95m.
Meanwhile continued pressure test on BOP. Prepared paperwork required for running HP Riser and man riding on TDS
20:30
21:15
0
plug abandon -- other
ok
Installed communication collar. Meanwhile isolated TDS, hydraulic mech investigated sweating connection on link tilt cylinder. Finished pressure testing BOP and
rigged down equipment used for pressure testing
21:15
21:45
0
plug abandon -- other
ok
Performed Pre-job Meeting to P/U high pressure riser
Meanwhile deisolated TDS, TBT
21:45
23:00
0
plug abandon -- other
ok
Connected all rigging equipment to TDS bails and picked up HP Riser. Removed master bushing and half-moon hatches. P/U and RIH with HP Riser, removed pr
otector
23:00
23:45
0
plug abandon -- other
ok
Continued RIH w/ HP riser, cleaned and checked seal area and M/U NT2 connector
23:45
00:00
0
plug abandon -- other
ok
Performed Pre-job Meeting to skid BOP",4537,True,771
3854,equipment_failure,,0,False,771
3855,drilling_fluid,,0,False,771
3856,summary_activities_24h,"- Finished N/U BOP. Performed connector test
- RIH w/ THRT, locked to TH
- Open shallow set barrier plug
- Troubleshoot communication w/ DHSV",174,True,772
3857,summary_planned_24h,"- Pull 500m of 7in tubing
- Run USIT log in 9 5/8csg",93,True,772
3858,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
00:30
0
plug abandon
-- other
ok
Installed halfmoon hatches and master bushing, released BOP NT2 connector from stump.
Continued pressure testing Kill and Choke Manifold
00:30
01:15
0
plug abandon
-- other
ok
Skidded BOP to well center, moved port and stb tension cylinders in order to land off BOP on HP Riser Stump.
Installed seal and land off BOPs. Meanwhile continued pressure testing Kill and Choke Manifold
01:15
01:30
0
plug abandon
-- other
ok
Performed Pre-job Meeting to connect tension cylinders. Meanwhile continued pressure testing Kill and Choke Manifold
01:30
02:30
0
plug abandon
-- other
ok
Connected all 4 tension cylinders to BOP carrier. Meanwhile continued pressure testing Kill and Choke Manifold
02:30
03:15
0
plug abandon
-- other
ok
P/U and run slick joint, retracted TDS.
Removed master bushing and outer ring, run down and landed off slick jnt and M/U 4x studs
03:15
04:45
0
plug abandon
-- other
ok
P/U and RIH w/ diverter and land off same. Continued to M/U rest of studs on slick jnt
04:45
05:00
0
plug abandon
-- other
ok
Performed Pre-job Meeting to build scaffolding
05:00
06:15
0
plug abandon
-- other
ok
Built scaffolding around HP Riser.
Meanwhile removed lifting chains from TDS. Prepared and M/U test assembly for pressure testing TDS
06:15
07:00
0
plug abandon
-- other
ok
Started M/U NT2 connector
07:00
07:15
0
plug abandon
-- other
ok
Performed Pre-job Meeting to M/U NT2 connector w/ new crew
07:15
09:00
0
plug abandon
-- other
ok
Finished M/U NT2 connector between BOP and riser.
Meanwhile performed pressure test on TDS. Test NO.1 and Test NO. 2, Kelly hose, Upper IBOP
09:00
09:30
0
plug abandon
-- other
ok
Performed load shift from BOP carriers to tension system and pressurized diverter system.
Meanwhile continued TDS pressure test. Test NO. 3, Lower IBOP
09:30
10:15
0
plug abandon
-- other
ok
Filled up riser and BOP with SW, closed BSR and pressure tested BOP/connector through Kill line to 20/345bar for 5/10min. Meanwhile performed TBT for rig up casing handling e
quipment
10:15
11:45
0
plug abandon
-- other
ok
R/U casing tong and changed BX inserts to 7inch
11:45
12:00
0
plug abandon
-- other
ok
Cleaned and cleared rig floor
12:00
12:15
0
plug abandon
-- other
ok
P/U THRT and make up to first joint of the landing string
12:15
13:15
0
interruption --
repair
ok
Overtorqued connection between THRT and first joint due to wrong tong setting.
Troubleshoot, broke out and inspected treads. Damaged. L/D damaged pup joint and THRT
13:15
13:45
0
interruption --
repair
ok
Broke off 2x pup joints from first landing string joint
13:45
14:00
0
interruption --
repair
ok
P/U backup THRT and first landing string joint
14:00
14:30
0
interruption --
repair
ok
L/D back up THRT due to it not being able to communicate with DHSV
14:30
14:45
0
interruption --
repair
ok
Prepared to P/U primary landing string.
Meanwhile perform maintenance on BOP control system
14:45
15:45
0
interruption --
repair
ok
P/U primary THRT, broke off damaged pup joint and L/D same.
Replaced with new pup joint and M/U to THRT
15:45
16:00
0
interruption --
repair
ok
P/U primary landing string
16:00
16:30
0
plug abandon
-- other
ok
P/U 3x pup joints and M/U to THRT, RIH to 22m
16:30
16:45
0
plug abandon
-- other
ok
POOH landing string to surface. Prepared and connected control lines to THRT
16:45
17:30
0
plug abandon
-- other
ok
RIH with THRT and landed on the tubing. M/U THRT to TH
17:30
17:45
0
plug abandon
-- other
ok
Performed Pre-job Meeting for pumping open ME plug
17:45
18:00
0
plug abandon
-- other
ok
Dropped 2in ball inside landing string and M/U swedge with 1502 weco to 7in tubing
18:00
19:00
0
interruption --
repair
ok
Lined up to line test. Go to low pressure 20bar. Cement pump tripped. Troubleshoot. Meanwhile lift remaining tubing handling equipment to rig floor. Reel and compact spider slips
19:00
19:15
0
plug abandon
-- other
ok
Continued w/ line test. Meanwhile prepared rigfloor for second reel
19:15
20:00
0
plug abandon
-- other
ok
Connected cement hose to pumping swedge and applied 20 bar to confirm line up.
Continued to pressure up to 60 bar (unable to stop at 50 bar due to pressure building up to fast), no indication of opening of the Pump-open sub in ME plug. Bled off. Waited 5 min t
o let plug reset.
Note: Plug supposed to open at 40 bar.
20:00
20:30
0
plug abandon
-- other
ok
Pressured up well to 50 bar w/ cement unit. Did not observe signs of Pump-open sub in ME plug openning . Bled off pressure via choke
Meanwhile:
- Called and consulted Interwell duty support. Agreed to pump up to 100bar to try to open plug.
- Continued to rig up reels.
20:30
20:45
0
plug abandon
-- other
ok
Started to pressured up well with constant rate of 50 l/min. Observed clear change of pressure trend at 56 bar indicating openning of Pump-open sub in ME plug
Stopped pressuring up at 102 bar
20:45
21:15
0
plug abandon
-- other
ok
Bled off pressure and monitor well on fully closed choke, no pressure build up.
21:15
21:45
0
interruption --
repair
ok
Pressured up well to equalize and open DHSV, applied 130 bar to string, observed DHSV equalizing and opening at 122bar. Pressured up control lines to 520 bar. Bled off tubing pr
essure to zero via choke to trip tank. Returns 60 liters indicating that DHSV closed after pressure above is pled off.
Repeated equalizing and bleeding off sequence and observed same volume bled off
21:45
22:30
0
interruption --
repair
ok
Confirmed 520 bar on control line and applied 140 bar to the well, 170 liters pumped and 90 liters returned. Meanwhile evaluated situation. Discussed situation w/ onshore organisat
ion.
22:30
22:45
0
interruption --
repair
ok
Applied 100 bar to tubing. Disconnected cement hose and bled off directly into a drum. 51 liters returned indicating that DHSV was closed
22:45
23:00
0
interruption --
repair
ok
Reconnected cement hose to tubing. Meanwhile held TBT to swap hydraulic pump to pressure up control line for DHSV
23:00
00:00
0
interruption --
repair
ok
Connected another hydraulic pump to control line, applied 520bar to control line. Started pressuring up tubing while monitoring gauge on the hydraulic pump for indications of DHSV
sleeve movement.
Observed DHSV equalized and opened at 146 bar and stop pressuring up at 152bar. No indication of DHSV sleeve movement. Bled off pressure, volume returned 60 liters. 152bar t
rapped below DHSV",6537,True,772
3859,equipment_failure,,0,False,772
3860,drilling_fluid,,0,False,772
3861,summary_activities_24h,"- Pulled TH to surface
- Pulled 500m of tubing and L/D DHSV
- RIH and performed CBL log
- R/D WL",129,True,773
3862,summary_planned_24h,"- RIH w/ tubing on DP and place 200m balanced cement plug
- while WOC pull 600m of 7in tubing
- RIH w/ tbg on spear, tag TOC, leave tbg inwell, POOH",189,True,773
3863,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
01:45
0
interruption -- repair
ok
Evaluated situation. Discussed situation w/ onshore organisation, callled well integrity duty
Meanwhile prepared papers and serviced/drops checked rig floor equipment
01:45
03:30
0
interruption -- repair
ok
Continued discussing way forward. Discussed risks, barrier status, well control contingencies. Agreed to attempt to pull tubing hanger with 152bar trapped press
ure below DHSV. Updated change log.
Meanwhile applied 20 bar to tubing and inflow tested DHSV, Good. Continued with rig maintenance and pressure tested valves S1 and C26, good
03:30
03:45
0
interruption -- repair
ok
Performed Pre-job Meeting for pulling tubing hanger as per agreed new plan
03:45
04:30
0
interruption -- repair
ok
R/D cementing hose, chiksans. Attempted to back off weco1502 swedge. Collar backing off together with swedge. Torqued up collar to 15000 ft*lbs and manage
to break off swedge, L/D same
04:30
05:30
0
plug abandon -- other
ok
Installed circulating swedge for TDS. M/U TDS and unlock tubing hanger.
Pull tubing hanger free with 185t hook load (15ton overpull). Observed drop in Trip tank indicating that A-annulus was not 100% full. Waited for trip tank level to s
tabilize, total of 2 m3 lost
05:30
07:00
0
plug abandon -- other
ok
Continued to pull landing string to TH. After pulling further 9m, observed gain in trip tank indicating seals pulled out of PBR.
Stopped and flowchecked, after 270l gain trip tank static. Gain volume corresponded to expected volume value due to trapped pressure below DHSV
07:00
07:15
0
plug abandon -- other
ok
Performed Pre-job Meeting to L/D THRT and to POOH 7in tubing w/ control lines
07:15
08:00
2962
plug abandon -- other
ok
Cut control lines. L/D TH and THRT + 2 pup joints from 2976m to 2962m
08:00
08:45
2951
plug abandon -- other
ok
Connected control lines to reel. Removed master bushing and installed compact spider slips.
Pull 1x joint while doing adjustment on slips and tong
08:45
10:30
2737
plug abandon -- other
ok
Pull 7in tubing from liner 2951m to 2737m. Measured radioactivity every 10 joints.
Average pulling speed 6,8joints/hour
10:30
10:45
2737
plug abandon -- other
ok
Performed time out for safety w/ crew due to radioactivity recorded in 7in tubing.
10-16 Bq/cm2 and 1-2uSv/h recorded
10:45
12:45
2473
plug abandon -- other
ok
Continued to pull 7in tubing from 2737 to 2473m. DHSV assy in rotary. Average pulling speed 10joints/hour
Continued to measure radioactivity at 9-12 Bq/cm2 and 1-2uSv/h on inside of tubing and 3-4 Bq/cm2 and 0.5uSv/h on the outside of the tubing
12:45
13:15
2473
plug abandon -- other
ok
R/D Compact spider, install master bushing
13:15
13:30
2473
plug abandon -- other
ok
P/U 1x joint and cut control line to avoid having control line across BOP during WL operation.
RIH w/ same and L/D DHSV
13:30
14:15
0
plug abandon -- other
ok
Lifted WL equipment and tool string to rig floor. Meanwhile cleaned and cleared rig floor
14:15
14:30
0
plug abandon -- other
ok
Performed Pre-job Meeting to R/U WL equipment
14:30
16:30
0
plug abandon -- other
ok
R/U for WL and M/U logging tool string (run#9).
Performed surface check prior to RIH
16:30
18:15
0
plug abandon -- other
ok
RIH with logging BHA on WL. From surface to 2960m. Checked pick up weights every 500m.
Average running speed 28m/min
18:15
20:45
0
plug abandon -- other
ok
Logged USIT across interval 2960 - 2506 m. Performed repeat pass across interval 2960 - 2860 m. Processed and uploaded data into Interact system.
Confirmed quality of data with logging duty. Received confirmation from logging duty that following intervals had high cement quality: 2895-2960m, 2660-2671m
20:45
21:45
0
plug abandon -- other
ok
POOH from 2500 m to surface. Average pulling speed 42 m/min.
21:45
22:30
0
plug abandon -- other
ok
R/D WL equipment and change elevator inserts to 5,5in DP. Meanwhile function tested DHSV on deck. Observed indication of sleeve moving and flapper openni
ng/closing
22:30
22:45
0
plug abandon -- ceme
nt plug
ok
Performed Pre-job Meeting to R/D tubing tong
22:45
00:00
0
plug abandon -- ceme
nt plug
ok
R/D tubing tong",4268,True,773
3864,equipment_failure,"Start time
Start time
Depth mMD
Depth mMD
Depth mTVD
Depth mTVD
Sub Equip - Syst Class
Sub Equip - Syst Class
Operation Downtime (min)
Operation Downtime (min)
Equipment Repaired
Equipment Repaired
Remark
Remark
00:00
0
miscellaneous equ syst -- wellhead subsea run tes
t
0
00:00
No communication w/ DHSV
00:00
0
service equ -- cementing unit
0
00:00
Cementing pump tripped. Troubleshoot
00:00
0
pipe handling equ syst -- drill floor tube handl syst
0
00:00
overtorqued connection due to wrong casing tong settings",544,True,773
3865,drilling_fluid,,0,False,773
3866,summary_activities_24h,"- Circulated well to clean sea water
- Set balance cement plug in 9 5/8in csg
- Pulled and L/D 600m of 7in tubing
- RIH w/ tubing on spear and tagged cement plug
- Released spear from tubing and POOH",232,True,774
3867,summary_planned_24h,"- Pull MS-T seal
- Cut 10 3/4in surface tie-back csg
- Pull and L/D 10 3/4in surface tie-back csg
- Release tie-back adapter
- Retrieve tie-back adapter",193,True,774
3868,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
00:15
0
plug abandon
-- cement plug
ok
Removed master bushing and installed PS21s.
Run down 1st std, observed back flow while running down
00:15
00:30
0
plug abandon
-- cement plug
ok
P/U and M/U 2x 5,5in pup joints for space out
00:30
02:15
2962
plug abandon
-- cement plug
ok
Continued RIH with 5,5in DP from 2521m to 2962m restricted due to back flow.
Performed D1 kick drill
02:15
03:00
2962
plug abandon
-- cement plug
ok
M/U TDS and staged up pump rate to 3700 l/min - 178 bar. Observed increase in gas returns to 10%, stopped pump and lined up returns through gas traps
03:00
04:45
2962
plug abandon
-- cement plug
ok
Continued circulating with 2200 l/min - 65 bar, max gas 28% and 7ppm H2S in fluid. Circulated until gas dropped to 3% and zero H2S. Pumped through dump line with 2200 l/min to c
heck clear.
04:45
05:15
2962
plug abandon
-- cement plug
ok
P/U and M/U pumping assembly, connected cement hose and 2x lo-torqs. Meanwhile held TBT for cementing job
05:15
05:30
2965
plug abandon
-- cement plug
ok
Positioned string at 2965m, lined up and pumped 20 m3 wash pill. 3700l/min - 180bar
05:30
06:00
2965
plug abandon
-- cement plug
ok
Lined up to cement hose and performed connection test w/ 345 bar for 3 mins. Bled off pressure to 20 bar, closed IBOP and applied 20 bar behind. Open to cement hose and verified l
ine up
06:00
07:30
2965
plug abandon
-- cement plug
ok
Balanced cement plug (2965 m - 2765 m ): Mixed and pumped 9,2 m3 of 1,9 SG cement slurry, 550 l/min. Displaced the cement to the rig floor with 2900 l of drill water. Zeroed volum
e counters. Displaced the cement with 44 m3 (1986 strokes) of SW, 3700 l/min/ 147 bar. Pulled out of cement to 2765m at 4 min/stand. Theoretical TOC 2765 m MD.
07:30
08:45
2765
plug abandon
-- cement plug
ok
Installed sponge ball. Pumped 10m3 hi-vis at 1350l/min / 35 bar. Circulated 3000 l/min/ 100 bar. Meanwhile removed PS21 slips and installed master bushing. Held TBT for P/U BOP
wash tool
08:45
09:00
2722
plug abandon
-- cement plug
ok
POOH and R/B 1x stand from 2765m to 2722m
09:00
10:15
2722
plug abandon
-- cement plug
ok
Installed closed FOSV and BOP wash tool, make 10x passes in BOP and well head at 1500 LPM / 11 bar, operated rams and annular once
10:15
10:30
2722
plug abandon
-- cement plug
ok
R/B stand and L/D wash tool and FOSV
10:30
11:00
2475
plug abandon
-- cement plug
ok
POOH from 2722 m to 2475 m
11:00
11:15
2475
plug abandon
-- other
ok
Performed Pre-job Meeting to rig up casing tong
11:15
12:15
2475
plug abandon
-- other
ok
Installed casing tong and removed X-over
12:15
12:30
2463
plug abandon
-- other
ok
Pulled 1x joint of 7in tubing from 2475m to 2463m , removed master bushing and installed compact spider slips
12:30
12:45
2463
plug abandon
-- other
ok
Performed Pre-job Meeting pull and L/D tubing w/ control lines
12:45
13:00
2463
plug abandon
-- other
ok
Connected control line to reel
13:00
13:45
2415
plug abandon
-- other
ok
Pulled 7in tubing from 2463m to 2415m. Control line jammed into slips segment, lifted slips to release
Measured second joint for radioactivity at 10-30 Bq/cm2 and 1-2uSv/h on inside and 8-11 Bq/cm2 and 0.5 uSv/h on outside
13:45
15:30
2189
plug abandon
-- other
ok
Continued pulling 7in tubing from 2415m to 2189m. Measuring for radioactivity 1-2 uSv/h on inside of tubing. Average pulling speed 11 joints/hour
15:30
16:00
2189
plug abandon
-- other
ok
Performed TOFS due to finger injury to floor man. Discussed what happened and preventative measures
16:00
18:00
1877
plug abandon
-- other
ok
Continued to pull 7in tubing from 2189m to 1877. Average pulling speed 12 joints/hour. Last joint laid down #111
18:00
18:15
1877
plug abandon
-- other
ok
Performed Pre-job Meeting to R/D casing handling equipment
18:15
18:30
1877
plug abandon
-- other
ok
Pulled up 1x joint, cut and secured control line to avoid having control line in BOP during R/D. R/D compact spider, installed master bushing. Run down and set manual slips
18:30
19:30
1877
plug abandon
-- other
ok
R/D casing tongs
19:30
19:45
1877
plug abandon
-- other
ok
P/U spear assembly (run#11), greased pack off, grapple and set in catch
19:45
20:15
1905
plug abandon
-- other
ok
RIH from 1876m to 1905m. Removed FOSV from liner swedge. Removed master bushings and installed PS21
20:15
21:15
2356
plug abandon
-- trip
ok
Continued RIH on 5,5in DP from 1905m to 2356m. Average running speed 450m/hour
21:15
23:15
2356
interruption --
fish
ok
Observed loose stand in derrick. Held TBT, recovered stand using forward PRS and returned to TDS. Held stand w/ aft PRS to lower down TDS to be able to inspect elevators. Elevat
ors found to be damaged. Changed out elevators to spare set.
Performed drops check of aft PRS before continuing with operation.
23:15
00:00
2712
plug abandon
-- trip
ok
Continued RIH from 2356m to 2712m. Average running speed 350 m/hour",5034,True,774
3869,equipment_failure,,0,False,774
3870,drilling_fluid,,0,False,774
3871,summary_activities_24h,"- Tagged cement plug
- Left tubing in hole
- Pulled MS-T seal
- Cut 10 3/4in tie-back csg
- Pull 10 3/4in surface csg hanger and tie-back above the cut
- Attempted to release tie-back adapter",224,True,775
3872,summary_planned_24h,"- Release tie-back adapter
- Pull tie-back adapter on spear
- Punch below 10 3/4in subsea csg hanger
- Mill 10 3/4in subsea csg hanger",175,True,775
